PB.23.2|1011_0|path0:109-3298(+)|HQ_samplevTBMHwNo|cb10476_c114154/f14p10/3303	69293.ENSGACP00000000296	3e-173	614.8	MAN2B1		K12311		fiNOG[1]	09Z8C@biNOG,0DKQJ@chorNOG,0MWCQ@fiNOG,0V9UI@meNOG,0XQMZ@NOG,12QNA@opiNOG,1CVJ0@veNOG,KOG1959@euNOG	NA|NA|NA	G	mannosidase, alpha, class 2B, member 1
PB.26.1|1014_0|path2:1-3982(+)|HQ_samplevTBMHwNo|cb10476_c54251/f2p6/3761	8364.ENSXETP00000037338	1.9e-104	386.3	UBB	GO:0000003,GO:0000075,GO:0000077,GO:0000080,GO:0000082,GO:0000084,GO:0000122,GO:0000165,GO:0000187,GO:0000209,GO:0000278,GO:0001666,GO:0001817,GO:0001818,GO:0001932,GO:0001934,GO:0002218,GO:0002221,GO:0002224,GO:0002253,GO:0002376,GO:0002429,GO:0002474,GO:0002478,GO:0002479,GO:0002682,GO:0002684,GO:0002753,GO:0002755,GO:0002756,GO:0002757,GO:0002758,GO:0002764,GO:0002768,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005768,GO:0005829,GO:0005856,GO:0005875,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006351,GO:0006352,GO:0006355,GO:0006357,GO:0006366,GO:0006367,GO:0006464,GO:0006508,GO:0006511,GO:0006725,GO:0006807,GO:0006810,GO:0006897,GO:0006909,GO:0006915,GO:0006950,GO:0006952,GO:0006955,GO:0006974,GO:0006977,GO:0007049,GO:0007093,GO:0007126,GO:0007127,GO:0007140,GO:0007141,GO:0007143,GO:0007144,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007173,GO:0007178,GO:0007179,GO:0007219,GO:0007220,GO:0007243,GO:0007249,GO:0007250,GO:0007254,GO:0007275,GO:0007346,GO:0007399,GO:0007417,GO:0007420,GO:0007548,GO:0008063,GO:0008150,GO:0008152,GO:0008219,GO:0008406,GO:0008543,GO:0008584,GO:0008585,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009628,GO:0009719,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010008,GO:0010033,GO:0010467,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010558,GO:0010562,GO:0010564,GO:0010604,GO:0010605,GO:0010627,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010740,GO:0010941,GO:0010948,GO:0010992,GO:0012501,GO:0012506,GO:0015630,GO:0016020,GO:0016023,GO:0016032,GO:0016043,GO:0016044,GO:0016070,GO:0016071,GO:0016192,GO:0016197,GO:0016265,GO:0016567,GO:0017015,GO:0018130,GO:0019058,GO:0019067,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019438,GO:0019538,GO:0019725,GO:0019882,GO:0019884,GO:0019941,GO:0019985,GO:0021536,GO:0021761,GO:0021854,GO:0021872,GO:0021879,GO:0021884,GO:0021886,GO:0021888,GO:0021953,GO:0021954,GO:0021979,GO:0022008,GO:0022402,GO:0022403,GO:0022414,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030139,GO:0030154,GO:0030163,GO:0030182,GO:0030330,GO:0030512,GO:0030522,GO:0030659,GO:0030666,GO:0030900,GO:0031090,GO:0031098,GO:0031145,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031347,GO:0031349,GO:0031396,GO:0031397,GO:0031398,GO:0031399,GO:0031400,GO:0031401,GO:0031410,GO:0031570,GO:0031571,GO:0031974,GO:0031981,GO:0031982,GO:0031988,GO:0032147,GO:0032268,GO:0032269,GO:0032270,GO:0032446,GO:0032479,GO:0032480,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0033554,GO:0033674,GO:0034097,GO:0034130,GO:0034134,GO:0034138,GO:0034142,GO:0034146,GO:0034154,GO:0034641,GO:0034645,GO:0034654,GO:0035419,GO:0035556,GO:0035666,GO:0035681,GO:0035682,GO:0035872,GO:0036211,GO:0036293,GO:0036294,GO:0038061,GO:0038127,GO:0038179,GO:0042058,GO:0042059,GO:0042221,GO:0042325,GO:0042327,GO:0042590,GO:0042592,GO:0042770,GO:0042981,GO:0043067,GO:0043085,GO:0043086,GO:0043122,GO:0043123,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043549,GO:0043618,GO:0043620,GO:0043632,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044271,GO:0044344,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044764,GO:0044765,GO:0044766,GO:0044767,GO:0044770,GO:0044772,GO:0044773,GO:0044774,GO:0044783,GO:0045087,GO:0045088,GO:0045089,GO:0045137,GO:0045859,GO:0045860,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045937,GO:0045944,GO:0046483,GO:0046545,GO:0046546,GO:0046660,GO:0046661,GO:0046788,GO:0046907,GO:0048002,GO:0048011,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048608,GO:0048610,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0048871,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050851,GO:0050852,GO:0050896,GO:0051090,GO:0051091,GO:0051092,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051241,GO:0051246,GO:0051247,GO:0051248,GO:0051252,GO:0051253,GO:0051254,GO:0051318,GO:0051320,GO:0051321,GO:0051325,GO:0051329,GO:0051338,GO:0051340,GO:0051347,GO:0051351,GO:0051352,GO:0051403,GO:0051436,GO:0051437,GO:0051438,GO:0051439,GO:0051443,GO:0051444,GO:0051603,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051726,GO:0060255,GO:0060612,GO:0060613,GO:0061024,GO:0061418,GO:0061448,GO:0061458,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070423,GO:0070482,GO:0070647,GO:0070848,GO:0070887,GO:0071156,GO:0071158,GO:0071310,GO:0071345,GO:0071363,GO:0071453,GO:0071456,GO:0071495,GO:0071559,GO:0071560,GO:0071704,GO:0071774,GO:0071840,GO:0071897,GO:0071900,GO:0071902,GO:0071944,GO:0072331,GO:0072395,GO:0072401,GO:0072413,GO:0072422,GO:0072431,GO:0072520,GO:0075733,GO:0080090,GO:0080134,GO:0090068,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0090304,GO:0097009,GO:1901184,GO:1901185,GO:1901222,GO:1901360,GO:1901362,GO:1901575,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:2000045,GO:2000112,GO:2000113,GO:2000134,GO:2001141	K04551,K08770		meNOG[21]	09XHH@biNOG,0DIV0@chorNOG,0V8FJ@meNOG,12PSF@opiNOG,1CTKB@veNOG,COG5272@NOG,KOG0001@euNOG	NA|NA|NA	O	Ubiquitin exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked Lys-6-linked may be involved in DNA repair
PB.26.2|1014_0|path2:4-3974(+)|HQ_samplevTBMHwNo|cb10476_c44600/f2p13/3992	7070.TC009978-PA	9.8e-192	676.4		GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005875,GO:0006810,GO:0006897,GO:0006909,GO:0008150,GO:0009987,GO:0015630,GO:0016192,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044765,GO:0051179,GO:0051234	K08770		artNOG[6]	032W7@artNOG,09XHH@biNOG,0SR8C@inNOG,0V8FJ@meNOG,12PSF@opiNOG,COG5272@NOG,KOG0001@euNOG	NA|NA|NA	O	K08770 ubiquitin C
PB.27.2|1014_0|path2:4-3984(-)|HQ_samplevTBMHwNo|cb10476_c44247/f3p0/3744	8090.ENSORLP00000015048	8.1e-95	354.4					fiNOG[1]	0A4FP@biNOG,0DRYQ@chorNOG,0IKHH@euNOG,0N8Q3@fiNOG,0VFAI@meNOG,11IA8@NOG,13J2I@opiNOG,1D17H@veNOG	NA|NA|NA		
PB.27.3|1014_0|path2:4-3982(-)|HQ_samplevTBMHwNo|cb10476_c52712/f2p8/3741	9031.ENSGALP00000038713	5.7e-08	65.9					meNOG[21]	0A4FP@biNOG,0DRYQ@chorNOG,0IKHH@euNOG,0VFAI@meNOG,11IA8@NOG,13J2I@opiNOG,1D17H@veNOG	NA|NA|NA		
PB.28.2|1014_0|path3:45-2340(+)|HQ_samplevTBMHwNo|cb10476_c147965/f3p9/2069	9031.ENSGALP00000038736	6.6e-115	420.2		GO:0000187,GO:0001932,GO:0001934,GO:0002218,GO:0002221,GO:0002224,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002755,GO:0002757,GO:0002758,GO:0002764,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006301,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0007165,GO:0007250,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010562,GO:0010604,GO:0010627,GO:0010646,GO:0010647,GO:0010740,GO:0018130,GO:0019220,GO:0019222,GO:0019438,GO:0019985,GO:0023051,GO:0023052,GO:0023056,GO:0031323,GO:0031325,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031974,GO:0031981,GO:0032147,GO:0032268,GO:0032270,GO:0033554,GO:0033674,GO:0034134,GO:0034138,GO:0034142,GO:0034146,GO:0034154,GO:0034641,GO:0034645,GO:0034654,GO:0035419,GO:0035556,GO:0035681,GO:0035682,GO:0038061,GO:0042325,GO:0042327,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043549,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044763,GO:0045088,GO:0045089,GO:0045859,GO:0045860,GO:0045937,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070013,GO:0071704,GO:0071897,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0090304,GO:1901222,GO:1901360,GO:1901362,GO:1901576			aveNOG[1]	04M85@aveNOG,09XHH@biNOG,0DIV0@chorNOG,0V8FJ@meNOG,12PSF@opiNOG,1CTKB@veNOG,COG5272@NOG,KOG0001@euNOG	NA|NA|NA	B	Ubiquitin-2 like Rad60 SUMO-like
PB.28.6|1014_0|path3:46-2334(+)|HQ_samplevTBMHwNo|cb10476_c135463/f2p2/1606	7070.TC009978-PA	6.3e-254	881.7		GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005875,GO:0006810,GO:0006897,GO:0006909,GO:0008150,GO:0009987,GO:0015630,GO:0016192,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044765,GO:0051179,GO:0051234	K08770		artNOG[6]	032W7@artNOG,09XHH@biNOG,0SR8C@inNOG,0V8FJ@meNOG,12PSF@opiNOG,COG5272@NOG,KOG0001@euNOG	NA|NA|NA	O	K08770 ubiquitin C
PB.28.7|1014_0|path3:46-2714(+)|HQ_samplevTBMHwNo|cb10476_c148609/f3p3/2474	7070.TC009978-PA	4.6e-187	660.2		GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005875,GO:0006810,GO:0006897,GO:0006909,GO:0008150,GO:0009987,GO:0015630,GO:0016192,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044765,GO:0051179,GO:0051234	K08770		artNOG[6]	032W7@artNOG,09XHH@biNOG,0SR8C@inNOG,0V8FJ@meNOG,12PSF@opiNOG,COG5272@NOG,KOG0001@euNOG	NA|NA|NA	O	K08770 ubiquitin C
PB.28.8|1014_0|path3:46-2335(+)|HQ_samplevTBMHwNo|cb10476_c154706/f2p5/2065	7070.TC009978-PA	0.0	1173.3		GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005875,GO:0006810,GO:0006897,GO:0006909,GO:0008150,GO:0009987,GO:0015630,GO:0016192,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044765,GO:0051179,GO:0051234	K08770		artNOG[6]	032W7@artNOG,09XHH@biNOG,0SR8C@inNOG,0V8FJ@meNOG,12PSF@opiNOG,COG5272@NOG,KOG0001@euNOG	NA|NA|NA	O	K08770 ubiquitin C
PB.31.1|1016_0|path1:1-2196(+)|HQ_samplevTBMHwNo|cb10476_c1429/f4p2/2298	6945.ISCW012597-PA	7.4e-107	393.7		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01556		euNOG[57]	COG3844@NOG,KOG3846@euNOG	NA|NA|NA	E	Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively (By similarity)
PB.34.1|1018_0|path0:1-2226(+)|HQ_samplevTBMHwNo|cb10476_c116900/f6p5/2297	6945.ISCW023355-PA	6.3e-271	938.7		GO:0000003,GO:0000226,GO:0000902,GO:0000904,GO:0001654,GO:0001745,GO:0001751,GO:0001754,GO:0003002,GO:0003006,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006928,GO:0006935,GO:0006996,GO:0007010,GO:0007015,GO:0007017,GO:0007163,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007423,GO:0007444,GO:0007447,GO:0007450,GO:0008092,GO:0008103,GO:0008150,GO:0008154,GO:0008179,GO:0008360,GO:0008407,GO:0009605,GO:0009653,GO:0009798,GO:0009887,GO:0009953,GO:0009987,GO:0009994,GO:0016043,GO:0016325,GO:0019725,GO:0019899,GO:0019953,GO:0021700,GO:0022008,GO:0022412,GO:0022414,GO:0022416,GO:0022603,GO:0022604,GO:0030029,GO:0030030,GO:0030036,GO:0030154,GO:0030182,GO:0030951,GO:0030952,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0035220,GO:0035222,GO:0040011,GO:0042051,GO:0042052,GO:0042221,GO:0042330,GO:0042461,GO:0042462,GO:0042592,GO:0043933,GO:0044424,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0046530,GO:0046716,GO:0048190,GO:0048468,GO:0048469,GO:0048477,GO:0048513,GO:0048592,GO:0048599,GO:0048609,GO:0048610,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048749,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0060249,GO:0061564,GO:0065007,GO:0065008,GO:0071822,GO:0071840,GO:0072499,GO:0097485	K17261		artNOG[6]	034WX@artNOG,09VQY@biNOG,0V6PZ@meNOG,0XPXJ@NOG,12PF8@opiNOG,KOG2675@euNOG	NA|NA|NA	T, Z	adenylyl cyclase-associated protein
