	query	seed_ortholog	evalue	score	predicted_name	go_terms	kegg_ko	bigg_reactions	tax_scope	eggnog_ogs	best_og	cog_cat	eggnog_hmmm_desc	cog_category_full
10	PB.18.4|101_0|path5:1-2915(+)|HQ_sampleM3zMZywY|cb12430_c166772/f5p7/2763	5762.XP_002678651.1	4.8e-20	105.5	AGDC	GO:0000023,GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0004558,GO:0005575,GO:0005576,GO:0005615,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005783,GO:0005911,GO:0005975,GO:0005976,GO:0005982,GO:0005984,GO:0006073,GO:0008150,GO:0008152,GO:0008422,GO:0009044,GO:0009056,GO:0009057,GO:0009251,GO:0009311,GO:0009313,GO:0009505,GO:0009506,GO:0009507,GO:0009536,GO:0009986,GO:0009987,GO:0010035,GO:0010038,GO:0010383,GO:0010410,GO:0010411,GO:0015926,GO:0016052,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0016798,GO:0030054,GO:0030312,GO:0031160,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0044654,GO:0044699,GO:0044723,GO:0044724,GO:0044763,GO:0045491,GO:0045493,GO:0046379,GO:0046527,GO:0046556,GO:0046686,GO:0048046,GO:0050896,GO:0055044,GO:0071554,GO:0071704,GO:0071840,GO:0071944,GO:0080176,GO:1901575	K01187,K12316,K15925		euNOG[57]	COG1501@NOG,KOG1065@euNOG	NA|NA|NA	G	alpha-glucosidase	Carbohydrate metabolism and transport
11	PB.19.2|1011_0|path0:1-2116(+)|HQ_sampleM3zMZywY|cb7326_c2/f2p0/2201	6945.ISCW000530-PA	3.399999999999999e-133	481.1			K00681		artNOG[6]	03B0C@artNOG,0A5J3@biNOG,0VZHB@meNOG,138ZR@opiNOG,COG0405@NOG,KOG2410@euNOG	NA|NA|NA	E	Gamma-glutamyltranspeptidase	Amino Acid metabolism and transport
12	PB.21.1|1016_0|path0:1-2017(+)|HQ_sampleM3zMZywY|cb12430_c167233/f2p4/2109	7668.SPU_021835tr	4.6e-15	88.6					euNOG[57]	0Y65V@NOG,KOG1075@euNOG	NA|NA|NA	S	Retrotransposon protein	Function Unknown
13	PB.27.1|1022_0|path0:1-2073(+)|HQ_sampleM3zMZywY|cb7006_c45/f44p1/2101	6945.ISCW020494-PA	6.399999999999999e-150	536.6		GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004687,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006914,GO:0006996,GO:0007010,GO:0007015,GO:0008150,GO:0008152,GO:0008360,GO:0009056,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022603,GO:0022604,GO:0023051,GO:0023056,GO:0030029,GO:0030036,GO:0032006,GO:0032008,GO:0036211,GO:0043170,GO:0043412,GO:0043933,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044699,GO:0044763,GO:0046777,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0071704,GO:0071822,GO:0071840	K00907		artNOG[6]	033DZ@artNOG,0APED@biNOG,0W1R5@meNOG,0XRMJ@NOG,14F70@opiNOG,KOG0032@euNOG	NA|NA|NA	T	Protein tyrosine kinase	Signal Transduction
14	PB.30.1|1026_0|path0:1-2081(+)|HQ_sampleM3zMZywY|cb3219_c17/f15p6/2092	6945.ISCW000585-PA	7.999999999999999e-92	343.6					artNOG[6]	034BM@artNOG,0A4QA@biNOG,0VFJD@meNOG,0YZ8H@NOG,13J8Y@opiNOG,KOG4448@euNOG	NA|NA|NA	S	Inherit from biNOG: family with sequence similarity 43, member	Function Unknown
15	PB.33.2|1029_0|path0:1-3743(+)|HQ_sampleM3zMZywY|cb12430_c118020/f6p3/3847	7070.TC006713-PA	1.1999999999999999e-61	244.2		GO:0002165,GO:0007275,GO:0007444,GO:0007472,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0044699,GO:0044707,GO:0044767,GO:0048513,GO:0048563,GO:0048569,GO:0048707,GO:0048731,GO:0048736,GO:0048737,GO:0048856			artNOG[6]	03735@artNOG,0A6KJ@biNOG,0SU15@inNOG,0VHEM@meNOG,11VJ1@NOG,13RB7@opiNOG,KOG3399@euNOG	NA|NA|NA	S	Pfam:Yippee	Function Unknown
16	PB.36.2|1032_0|path0:1-1765(+)|HQ_sampleM3zMZywY|cb3028_c3/f2p1/1754	7739.JGI71436	5.5e-33	147.9					meNOG[21]	0A2Y4@biNOG,0IJJH@euNOG,0VDTC@meNOG,0ZV5F@NOG,13NZK@opiNOG	NA|NA|NA			
17	PB.36.3|1032_0|path0:2-2159(+)|HQ_sampleM3zMZywY|cb3028_c2/f3p2/2157	7739.JGI82129	5.7e-16	91.7					meNOG[21]	0A2Y4@biNOG,0IJJH@euNOG,0VDTC@meNOG,0ZV5F@NOG,13NZK@opiNOG	NA|NA|NA			
18	PB.36.5|1032_0|path0:23-1894(+)|HQ_sampleM3zMZywY|cb3028_c5/f2p1/1871	7739.JGI82129	8.7e-61	240.4					meNOG[21]	0A2Y4@biNOG,0IJJH@euNOG,0VDTC@meNOG,0ZV5F@NOG,13NZK@opiNOG	NA|NA|NA			
19	PB.36.6|1032_0|path0:25-3032(+)|HQ_sampleM3zMZywY|cb3028_c4/f2p2/3039	7739.JGI71436	8e-16	91.7					meNOG[21]	0A2Y4@biNOG,0IJJH@euNOG,0VDTC@meNOG,0ZV5F@NOG,13NZK@opiNOG	NA|NA|NA			
20	PB.43.1|1040_0|path0:1-1988(+)|HQ_sampleM3zMZywY|cb7926_c0/f6p1/2081	6945.ISCW003366-PA	1.1e-45	190.3	STAI	GO:0000003,GO:0001667,GO:0003006,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005875,GO:0006928,GO:0007017,GO:0007275,GO:0007276,GO:0007292,GO:0007297,GO:0007298,GO:0007399,GO:0008017,GO:0008092,GO:0008150,GO:0008354,GO:0009987,GO:0010631,GO:0015630,GO:0015631,GO:0016477,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0040011,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043234,GO:0044422,GO:0044424,GO:0044430,GO:0044446,GO:0044464,GO:0044699,GO:0044702,GO:0044707,GO:0044763,GO:0044767,GO:0048468,GO:0048477,GO:0048609,GO:0048610,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0051179,GO:0051674,GO:0090130,GO:0090132	K04381		artNOG[6]	0370W@artNOG,0A6ZM@biNOG,0IZP0@euNOG,0W290@meNOG,11K15@NOG,13RYU@opiNOG	NA|NA|NA	S	stathmin	Function Unknown
21	PB.49.1|1042_0|path0:1-1281(+)|HQ_sampleM3zMZywY|cb12430_c135459/f4p1/1330	6945.ISCW018717-PA	2.6999999999999995e-133	480.7		GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K14574		artNOG[6]	032XR@artNOG,09WQH@biNOG,0V7P0@meNOG,12PHJ@opiNOG,COG1500@NOG,KOG2917@euNOG	NA|NA|NA	J	Ribosome maturation protein	Translation
22	PB.49.2|1042_0|path0:1-2118(+)|HQ_sampleM3zMZywY|cb12430_c6605/f13p2/2222	6945.ISCW018717-PA	4.3999999999999986e-133	480.7		GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K14574		artNOG[6]	032XR@artNOG,09WQH@biNOG,0V7P0@meNOG,12PHJ@opiNOG,COG1500@NOG,KOG2917@euNOG	NA|NA|NA	J	Ribosome maturation protein	Translation
23	PB.49.3|1042_0|path0:1-2065(+)|HQ_sampleM3zMZywY|cb12430_c47333/f2p1/1854	6945.ISCW018717-PA	3.699999999999999e-133	480.7		GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363	K14574		artNOG[6]	032XR@artNOG,09WQH@biNOG,0V7P0@meNOG,12PHJ@opiNOG,COG1500@NOG,KOG2917@euNOG	NA|NA|NA	J	Ribosome maturation protein	Translation
24	PB.52.2|1045_0|path0:1-2052(+)|HQ_sampleM3zMZywY|cb3124_c15/f2p5/1847	6945.ISCW018962-PA	1.3999999999999997e-116	425.6		GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005623,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0031982,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0042278,GO:0042454,GO:0043025,GO:0043167,GO:0043168,GO:0043226,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044297,GO:0044464,GO:0044710,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0097159,GO:0097458,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K07877		artNOG[6]	0326I@artNOG,09WYB@biNOG,0V7WI@meNOG,12Q73@opiNOG,COG1100@NOG,KOG0098@euNOG	NA|NA|NA	U	Ras-related protein	Intracellular trafficking and secretion
25	PB.53.1|1048_0|path0:1-2485(+)|HQ_sampleM3zMZywY|cb12430_c135482/f21p2/2528	8083.ENSXMAP00000004107	1.0999999999999996e-111	409.8	FBXL4		K10270		fiNOG[1]	09XBR@biNOG,0DMGB@chorNOG,0N78J@fiNOG,0V798@meNOG,0XQ54@NOG,12U55@opiNOG,1D037@veNOG,KOG1947@euNOG	NA|NA|NA	S	F-box and leucine-rich repeat protein 4	Function Unknown
26	PB.54.1|1049_0|path0:1-2165(+)|HQ_sampleM3zMZywY|cb12430_c25471/f2p1/2071	10090.ENSMUSP00000103623	1.2999999999999996e-118	432.6			K09228		maNOG[6]	09TES@biNOG,0DERT@chorNOG,0UNG0@maNOG,0V4DW@meNOG,12PGP@opiNOG,1CPIM@veNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	Zinc finger protein	Transcription
27	PB.54.2|1049_0|path0:1-2165(+)|HQ_sampleM3zMZywY|cb12430_c48004/f9p1/2252	10090.ENSMUSP00000103623	4.799999999999999e-127	460.7			K09228		maNOG[6]	09TES@biNOG,0DERT@chorNOG,0UNG0@maNOG,0V4DW@meNOG,12PGP@opiNOG,1CPIM@veNOG,COG5048@NOG,KOG1721@euNOG	NA|NA|NA	K	Zinc finger protein	Transcription
28	PB.55.1|105_0|path0:1-3267(+)|HQ_sampleM3zMZywY|cb12430_c149389/f2p7/3110	7165.AGAP008582-PA	3.6e-32	146.0		GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0008150,GO:0008152,GO:0015923,GO:0016787,GO:0016798,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	K12311		artNOG[6]	032NC@artNOG,09Z8C@biNOG,0SPI8@inNOG,0V9UI@meNOG,0XQMZ@NOG,12QNA@opiNOG,KOG1959@euNOG	NA|NA|NA	G	ec 3.2.1.24	Carbohydrate metabolism and transport
29	PB.55.2|105_0|path0:1-3294(+)|HQ_sampleM3zMZywY|cb12430_c168332/f137p18/3327	7425.NV15567-PA	9.9e-28	131.3		GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0008150,GO:0008152,GO:0015923,GO:0016787,GO:0016798,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	K12311		artNOG[6]	032NC@artNOG,09Z8C@biNOG,0S3DB@hymNOG,0SPI8@inNOG,0V9UI@meNOG,0XQMZ@NOG,12QNA@opiNOG,KOG1959@euNOG	NA|NA|NA	G	Glycosyl hydrolases family 38 C-terminal domain	Carbohydrate metabolism and transport
30	PB.55.3|105_0|path0:1-4233(+)|HQ_sampleM3zMZywY|cb16082_c9/f2p11/4240	28377.ENSACAP00000004033	2.4999999999999997e-92	346.3	MAN2B1	GO:0000323,GO:0003008,GO:0003674,GO:0003824,GO:0004553,GO:0004559,GO:0005488,GO:0005537,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0005996,GO:0006013,GO:0006461,GO:0006464,GO:0006517,GO:0006996,GO:0007010,GO:0007610,GO:0007611,GO:0008150,GO:0008152,GO:0009653,GO:0009987,GO:0010927,GO:0015923,GO:0016043,GO:0016787,GO:0016798,GO:0019318,GO:0019538,GO:0022607,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0030246,GO:0031032,GO:0031033,GO:0031034,GO:0032501,GO:0032502,GO:0032989,GO:0034622,GO:0036211,GO:0042692,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0043623,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044708,GO:0044723,GO:0044763,GO:0044767,GO:0048029,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0050877,GO:0050890,GO:0050896,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0065003,GO:0070271,GO:0070925,GO:0071688,GO:0071704,GO:0071822,GO:0071840	K12311		meNOG[21]	09Z8C@biNOG,0DKQJ@chorNOG,0V9UI@meNOG,0XQMZ@NOG,12QNA@opiNOG,1CVJ0@veNOG,KOG1959@euNOG	NA|NA|NA	G	mannosidase, alpha, class 2B, member	Carbohydrate metabolism and transport
31	PB.57.3|1052_0|path0:11-2166(+)|HQ_sampleM3zMZywY|cb12430_c109329/f2p2/2068	7091.BGIBMGA004682-TA	3e-11	75.9					artNOG[6]	033VK@artNOG,0A4YZ@biNOG,0SSHH@inNOG,0TC3N@lepNOG,0VAQC@meNOG,0XSPF@NOG,13IZ2@opiNOG,KOG2931@euNOG	NA|NA|NA	S	Ndr family	Function Unknown
32	PB.62.2|1057_0|path0:1-2135(+)|HQ_sampleM3zMZywY|cb12430_c946/f2p0/2173	9305.ENSSHAP00000021748	1.9999999999999995e-138	498.4	GPR89B	GO:0000139,GO:0003674,GO:0004871,GO:0005215,GO:0005216,GO:0005244,GO:0005253,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005798,GO:0006810,GO:0006811,GO:0006820,GO:0006873,GO:0006885,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008308,GO:0008509,GO:0009966,GO:0009967,GO:0009987,GO:0010627,GO:0010646,GO:0010647,GO:0010740,GO:0012505,GO:0012506,GO:0015075,GO:0015267,GO:0016020,GO:0016023,GO:0019725,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022891,GO:0022892,GO:0023051,GO:0023052,GO:0023056,GO:0030003,GO:0030004,GO:0030641,GO:0030659,GO:0030660,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0031985,GO:0031988,GO:0032501,GO:0032502,GO:0032580,GO:0032879,GO:0034220,GO:0034762,GO:0034765,GO:0042592,GO:0043122,GO:0043123,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043588,GO:0044070,GO:0044422,GO:0044424,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044763,GO:0044765,GO:0045851,GO:0048513,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051049,GO:0051179,GO:0051234,GO:0051452,GO:0051453,GO:0051716,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0060089,GO:0065007,GO:0065008			maNOG[6]	09TZF@biNOG,0DJZK@chorNOG,0UNVU@maNOG,0V4YA@meNOG,0XQ8R@NOG,12U1G@opiNOG,1CUTG@veNOG,KOG2417@euNOG	NA|NA|NA	T	g protein-coupled receptor	Signal Transduction
33	PB.65.1|1060_0|path0:1-1988(+)|HQ_sampleM3zMZywY|cb12430_c149706/f6p6/1757	7739.JGI274010	1.4999999999999996e-99	369.0	PNP	GO:0001816,GO:0001882,GO:0001910,GO:0001912,GO:0001914,GO:0001916,GO:0002054,GO:0002060,GO:0002376,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0002697,GO:0002699,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0003674,GO:0003824,GO:0004731,GO:0005488,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0006082,GO:0006139,GO:0006144,GO:0006148,GO:0006149,GO:0006152,GO:0006161,GO:0006163,GO:0006164,GO:0006183,GO:0006195,GO:0006282,GO:0006725,GO:0006732,GO:0006733,GO:0006738,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006955,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008284,GO:0008617,GO:0009056,GO:0009058,GO:0009108,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009120,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009151,GO:0009152,GO:0009163,GO:0009164,GO:0009165,GO:0009166,GO:0009199,GO:0009200,GO:0009201,GO:0009205,GO:0009206,GO:0009215,GO:0009259,GO:0009260,GO:0009262,GO:0009306,GO:0009314,GO:0009394,GO:0009435,GO:0009628,GO:0009893,GO:0009987,GO:0010212,GO:0010332,GO:0010604,GO:0010941,GO:0015031,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019219,GO:0019222,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019674,GO:0019692,GO:0019693,GO:0031323,GO:0031325,GO:0031341,GO:0031343,GO:0032501,GO:0032623,GO:0032940,GO:0032944,GO:0032946,GO:0033036,GO:0034356,GO:0034418,GO:0034641,GO:0034654,GO:0034655,GO:0036094,GO:0040011,GO:0042102,GO:0042127,GO:0042129,GO:0042221,GO:0042278,GO:0042301,GO:0042451,GO:0042453,GO:0042454,GO:0042455,GO:0042493,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043094,GO:0043101,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044707,GO:0044710,GO:0044711,GO:0044763,GO:0044765,GO:0045184,GO:0045577,GO:0045579,GO:0045580,GO:0045582,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045739,GO:0045935,GO:0046039,GO:0046070,GO:0046094,GO:0046102,GO:0046115,GO:0046121,GO:0046122,GO:0046124,GO:0046128,GO:0046129,GO:0046130,GO:0046390,GO:0046415,GO:0046434,GO:0046483,GO:0046495,GO:0046496,GO:0046634,GO:0046635,GO:0046637,GO:0046638,GO:0046700,GO:0046903,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050663,GO:0050670,GO:0050671,GO:0050776,GO:0050778,GO:0050789,GO:0050793,GO:0050794,GO:0050863,GO:0050864,GO:0050865,GO:0050867,GO:0050870,GO:0050871,GO:0050896,GO:0051052,GO:0051054,GO:0051094,GO:0051171,GO:0051173,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0051239,GO:0051249,GO:0051251,GO:0051641,GO:0051649,GO:0055086,GO:0060255,GO:0060548,GO:0065007,GO:0070637,GO:0070638,GO:0070663,GO:0070665,GO:0070970,GO:0071702,GO:0071704,GO:0072521,GO:0072522,GO:0072523,GO:0072524,GO:0072525,GO:0072526,GO:0080090,GO:0080134,GO:0080135,GO:0090407,GO:0097159,GO:1901068,GO:1901069,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901658,GO:1901659,GO:1902105,GO:1902107,GO:2000026,GO:2001020,GO:2001022	K03783		meNOG[21]	09VDR@biNOG,0DGN9@chorNOG,0V6CQ@meNOG,12N6Z@opiNOG,COG0005@NOG,KOG3984@euNOG	NA|NA|NA	F	The purine nucleoside phosphorylases catalyze the phosphorolytic breakdown of the N-glycosidic bond in the beta- (deoxy)ribonucleoside molecules, with the formation of the corresponding free purine bases and pentose-1-phosphate (By similarity)	Nucleotide metabolism and transport
